Location,Startup, Lat, Ln
Lauenen bei Gstaad,2014.0,46.42427,7.322610000000001
"Ulrichen, zum Loch",2014.0,,
"Les Pontets, Riddes",2014.0,,
Ardez,2014.0,46.774901299999996,10.2017095
Braunwald,2014.0,46.939304299999996,8.9981219
"Schwörstaddt, KW Ryburg-Schw.",2014.0,,
Lavin,2014.0,46.7679834,10.110704400000001
"Eisten, VS",2014.0,,
Rivaz,2014.0,46.4764133,6.7786130999999985
Uznach,2015.0,47.2243722,8.984141699999999
St. Niklaus,2015.0,46.176233200000006,7.804591699999999
"Neuägeri, Gmde Menzingen",2015.0,,
"Badhalte, Brig-Glis",2015.0,,
"Mossjesee, Zermatt",2015.0,,
"Mund, In de Fäldu (Gem.Naters)",2015.0,,
Sigirino (Monteceneri),2015.0,46.11128720000001,8.9326382
"Vétroz, Péteille",2015.0,,
Olten,2015.0,47.3499624,7.903703399999999
"Hard, Wülflingen in Winterthur",2015.0,,
"Guttannen, Blatti",2016.0,,
"St. Stephan, Matten",2016.0,,
"Wiler, Münster-Geschinen",2016.0,,
Tinizong-Rona,2016.0,46.5831572,9.616736
"La Serrière, Neuchâtel",2016.0,,
"Mitlödi, Gmde. Glarus Süd",2016.0,,
Mitlödi (Glarus Süd),2016.0,,
"Bourg-St-Pierre, La Delise",2016.0,,
"Boltigen, Garstatt",2016.0,,
"Steinen, Müliacher",2016.0,,
"Broglio, Corsgèla in Lavizarra",2016.0,,
Bristen,2016.0,46.73699999999999,8.681239999999999
St. Stephan,2016.0,46.50595,7.402049999999999
"Gohlhusbrügg, Lützelflüh",2016.0,,
"Innertkirchen, Underürbach",2016.0,,
"Oberwald, St. Niklaus",2017.0,,
Fully,2017.0,46.1385386,7.1181106
"Fully, Les Garettes",2017.0,,
"Reichenbach, Losplatte",2017.0,,
"Rüti, Gmde Glarus Süd",2017.0,,
"Le Châble, Profray, Com.Bagnes",2017.0,,
"Obersaxen, St. Joseph",2017.0,,
"Promontogno, Gmde. Bregaglia",2017.0,,
"Guttannen, Spitelnollen",2017.0,,
Samnaun-Compatch,2017.0,46.96028,10.40523
"St. Gallen, Grafenau",2018.0,,
"Engi, Unter Engi",2018.0,,
Mitlödi,2018.0,,
"Vispenterminen, Chrizji",2018.0,,
"Vispenterminen, Stundhüs",2018.0,,
"Crans-Montana, R. Bourgeoisie",2018.0,,
"Ollon, Bruet",2018.0,,
Vouvry,2018.0,,
Palagnedra,2018.0,46.1540359,8.6321672
"Nauders, A",2018.0,,
Prutz,2018.0,47.07661909999999,10.6633174
"Churwalden, Bärgliwäg",2019.0,,
"Mels, Plons",2019.0,,
Walenstadt,2019.0,47.123979999999996,9.31603
Finhaut,2019.0,46.08337,6.97688
Oberwald,2020.0,,
Dardin Casut,,46.7589562,9.0490239
Obersaxen St. Joseph,,46.74733699999999,9.0755162
Vals Staumauer Zervreila,,46.578264000000004,9.1179784
St. Martin Lunschania,,46.6607894,9.1894629
Spluegen,,46.5528268,9.323358099999998
Sils Nisellas,,46.703636100000004,9.4654681
Preda bei Berguen,,46.5909644,9.7710533
Davos Frauenkirch,,46.7673762,9.797563400000001
Davos Glaris,,46.745568,9.779932
Litzirueti,,46.798626899999995,9.702501
Lueen Tewald,,46.818188,8.227511999999999
Chur Sand,,46.8507835,9.5319859
Churwalden Baergliwaeg,,46.775946600000005,9.5430033
Kueblis,,46.9144002,9.7784561
Wangs Gaschiels,,47.029998799999994,9.4484028
Buchs Waldrand,,47.14991759999999,9.4451186
Buchs Steig - Aspenhoelzli,,47.15509240000001,9.4627341
Buchs Altendorf,,47.165540299999996,9.4708594
Grabs Bannwald,,47.1825657,9.4440433
Grabs Loechli,,47.17643820000001,9.431930900000001
Oberriet Blatten,,47.3199075,9.5644269
Heiden Hinterlochen,,47.46205579999999,9.5527038
Untereggen Lochmueli,,47.460332,9.4399703
Nesslau unterer Giessenfall,,47.4252828,9.0243172
Nesslau Schneit,,47.216667,9.2
Trempel Ebnat-Kappel,,47.2498614,9.1648302
Buetschwil,,47.3625195,9.0735291
Muelau bei Bazenheid Kirchberg,,47.45750169999999,8.744069
Glattmueli,,47.4314679,9.1769872
Raessenaueli,,47.280558899999996,9.4223873
Urnaesch,,47.3170588,9.2826442
St. Gallen Sittertal,,47.41032149999999,9.3231431
Schoenenberg,,47.19323120000001,8.644027000000001
Schoenenberg an der Thur,,47.520833,9.197778
Buerglen,,46.8761523,8.664463099999999
Weinfelden untere Widen,,47.5660299,9.1084456
Frauenfeld Schlossmuehlestr.,,47.55342049999999,8.8972856
Kollbrunn Gmde. Zell,,47.4569,8.7747
Sennhof Illnau-Effretikon,,47.46738,8.759549999999999
Hard Wuelflingen in Winterthur,,47.5091076,8.690416699999998
Bad Saeckingen,,47.5513909,7.9521570000000015
Schwoerstadt,,47.5922024,7.8753855999999995
Schwoerstaddt KW Ryburg-Schw.,,47.56749199999999,7.839517000000002
Undervelier Blanches-Fontaine,,47.2941146,7.2220181
Chez Theurillat Haute-Sorne,,47.34999999999999,7.233333
Soyhieres,,47.39049779999999,7.3690995
Muenchenstein,,47.522648499999995,7.615066099999999
Kembs Loechle,,47.652079,7.506494999999999
Grimsel Chessituren,,46.5614,8.337579999999999
Grimsel Sommerloch u.Hospiz,,46.5614,8.337579999999999
Guttannen Blatti,,46.655208200000004,8.2892297
Innertkirchen Underuerbach,,46.697462,8.234651699999999
Underi-Furen Innertkirchen,,46.728077899999995,8.3325341
Meiringen Haselholz,,46.7251614,8.1909081
Luetschental,,46.6382294,7.9491467999999985
Lauterbrunnen Stechelberg,,46.5452567,7.9026561000000015
Interlaken Kanal,,46.686348100000004,7.863204899999999
Kandersteg Eggeschwand,,46.47908899999999,7.665742399999999
Kandersteg Zilfuri,,46.4947325,7.674435700000001
Kandersteg Dorf,,46.4947325,7.674435700000001
Adelboden Engstligenalp,,46.4308464,7.5800088999999975
Reichenbach Losplatte,,46.5760797,7.7324135999999974
Adelboden Moosweid,,46.495786200000005,7.5755696000000015
Laengmad am Thunersee,,46.7315725,7.669203500000001
St. Stephan Matten,,46.50065,7.427209999999999
Boltigen Garstatt,,46.592939,7.3743846999999985
Thun Kanal (Uttigenstr.),,46.7665527,7.6082304
Bern Matte,,46.9469347,7.456680099999999
Ch√¢teau d'Oex Gerignoz,,46.47112,7.16535
Charmey La Tzintre,,46.609953499999996,7.183172399999999
Charmey Le Perre,,46.6150944,7.167405499999999
Fribourg Maigrauge,,46.799859000000005,7.1585600000000005
Fribourg Oelberg,,46.8064773,7.161971899999998
Weissenburg_Del,,46.658333,7.475556
Niederried Radelfingen,,47.0117074,7.2505417
Les Clees,,46.7316468,6.4628128999999985
La Doux / St.Sulpice,,46.90982409999999,6.5643666
Noiraigue Le Furcil,,46.953016,6.730449399999999
Brot-Dessous Les Moyats,,46.953055400000004,6.7586432
Boudry Combe-Garot,,46.9626054,6.796701400000001
Neuch√¢tel Serrieres,,46.9814848,6.899276299999999
La Serriere Neuch√¢tel,,46.9814848,6.899276299999999
Pery Rondch√¢tel,,47.1731531,7.2485734
Pery Frinvillier,,47.1876743,7.3000893
Biel-Boezingen,,47.1544144,7.2726701
Boezingen,,47.1544144,7.2726701
Bruegg,,47.123706799999994,7.281258800000002
Ruederswil,,46.9834237,7.723239500000001
Gohlhusbruegg Luetzelflueh,,47.001362,7.692176300000002
Baetterkinden,,47.130666399999996,7.539792899999999
Schwarzhaeusern,,47.2519786,7.766630200000002
Niedergoesgen,,47.37293629999999,7.9922616999999985
Doettingen,,47.570768,8.258819500000001
Klingnau Gippingen,,47.5810229,8.2489572
Goeschenen,,46.6681092,8.589489599999999
Wassen Pfaffensprung,,46.7136569,8.6089007
Erstfeld Ripshusen,,46.8421005,8.633662
Unterschaechen,,46.86332789999999,8.7705289
Bisisthal Sahli,,46.942972,8.830808
Steinen Mueliacher,,47.0495934,8.613133999999999
Engelberg Stalden,,46.806164200000005,8.444647199999999
Wolfenschiessen Flueglisloo,,46.9081639,8.3959084
Buochs,,46.9735985,8.420352000000001
Kaiserstuhl,,47.567558500000004,8.418268900000001
Sachseln Obflue,,46.8671605,8.2393778
Kerns Stoeckalp,,46.802839,8.2788854
Kerns Wisserlen,,46.91392020000001,8.296059999999999
Alpnach Eichibruecke,,46.9380412,8.2701754
Stansstad Rotzloch,,46.965069,8.3298308
Emmenbruecke,,47.07723379999999,8.275637
Perlen Buchrain,,47.09638289999999,8.3477709
Perlen Root,,47.11068,8.36224
Unteraegeri,,47.136809299999996,8.5830915
Neuaegeri Gmde Menzingen,,47.15085999999999,8.563749999999999
Lorzentobel Nidfuren,,47.17460639999999,8.534381999999999
Friesencham Cham,,47.196237599999996,8.4489004
Linthal Ochsenstafel,,46.9218287,8.999643800000001
Linthal Tierfehd,,46.878482399999996,8.982065400000002
Linthal Stachelberg,,46.92772660000001,9.001123300000001
Rueti,,47.256699499999996,8.854421
Rueti Gmde Glarus Sued,,46.93688710000001,9.016067
Haetzingen,,46.95,9.033333
Engi (Glarus Sued),,46.9821094,9.1532227
Engi Vorderdorf (Glarus Sued),,46.9821094,9.1532227
Mitloedi,,47.0106005,9.0799644
Mitloedi (Glarus Sued),,47.0106005,9.0799644
Mitloedi Gmde. Glarus Sued,,47.0106005,9.0799644
Ennenda Alpenbrueggli,,47.0508495,9.0690901
Mels Steigs,,47.0478375,9.422401800000001
Plons Gmde. Mels,,47.0562,9.39947
Flums Ruefi,,47.0837671,9.3483662
Toebeli,,46.5776201,9.3787871
Mols Tal,,46.818188,8.227511999999999
Murgtal Merlen,,47.5061724,8.941068999999997
Murgtal Unter Plaetz,,47.5061724,8.941068999999997
Murg unterhalb Goedis,,47.5061724,8.941068999999997
Amden Muslen,,47.1380727,9.1355582
Ruetiberg / Naefels,,47.0920934,9.0345532
Naefels,,47.0993576,9.0677737
Ziegelbruecke,,47.1339,9.0613
Vorderthal Rempen,,47.139323700000006,8.899421499999997
Galgenen Vorauen,,47.18267729999999,8.8578858
Baech,,47.199995,8.716671999999999
Zuerich,,47.376886600000006,8.541694
Baden Chappelerhof,,47.4834769,8.2854204
Untersiggenthal Schiffmueli,,47.4978612,8.2638309
Ulrichen Altstafel,,46.5312148,8.327779999999999
Oberwald St. Niklaus,,46.532881,8.345476399999999
Ulrichen zum Loch,,46.50347,8.3178
Muenster Moos,,46.486934000000005,8.263605
Wiler Muenster-Geschinen,,46.5013769,8.2904165
Heiligkreuz Laengtal,,46.9461658,8.0561115
Moerel,,46.3567261,8.0466357
Bitsch Biel,,46.336008299999996,8.01573
Naters,,46.3239282,7.991656900000001
Mund In de Faeldu (Gem.Naters),,46.3135442,7.9481937999999985
Badhalte Brig-Glis,,46.298632,7.909489799999998
Saas Almagell Zermeiggern,,46.092438,7.957589999999999
Saas-Fee Wichulti,,46.1091073,7.9297122
Mossjesee Zermatt,,46.017979,7.747755000000001
Zermatt Alterhaupt,,46.022232,7.738173
Taesch,,46.06796920000001,7.775904499999998
Eisten VS,,46.19739999999999,7.895079999999997
Toerbel Gappil,,46.2344525,7.8471566999999975
Stalden Riedji,,46.24041,7.896339999999999
Stalden Ackersand,,46.2405271,7.875593199999999
Vispenterminen Chrizji,,46.2653533,7.8962740999999985
Vispenterminen Stundhues,,46.818188,8.227511999999999
Unterbaech,,46.2849335,7.7991646999999995
Niedergesteln Turtig,,46.3023624,7.7968391000000015
Wiler (Loetschen),,46.4022173,7.782755599999999
Oberems Meretschialp,,46.281652,7.695524400000001
Turtmann Muellacheren,,46.296876399999995,7.680516600000002
Dalaloch Leuk-Stadt,,46.3176773,7.635166499999999
Grimentz-Lona Val de Moiry,,46.17997279999999,7.576435900000001
Ayer Mottec,,46.1524459,7.6226552
Ayer Vissoie,,46.2152089,7.585594200000001
Crans-Montana R. Bourgeoisie,,46.3163243,7.520893199999999
St-Leonard Mangol,,46.25347,7.418330000000001
St. Leonard,,46.25347,7.418330000000001
Heremence Sauterot,,46.174191,7.4101482999999995
Heremence,,46.172473100000005,7.421453899999999
Sion,,46.2331221,7.360625999999999
Siviez Cleuson,,46.1070335,7.323273700000001
Saviese,,46.251175200000006,7.349158099999999
Vetroz Peteille,,46.2257544,7.2819705999999975
Ferpecle,,46.059900000000006,7.546950000000002
Iserables,,46.16251219999999,7.2444663
Les Pontets Riddes,,46.173143700000004,7.2225148999999975
Riddes Pied du Mont,,46.17028870000001,7.226522999999999
Fionnay Mauvoisin,,46.03286,7.307699999999999
Riddes Ec√¥ne,,46.15612489999999,7.207144099999999
Fully Les Garettes,,46.208649799999996,7.3767809999999985
Lac-Devant Sorniot,,46.169349,7.094923
Le Ch√¢ble Bagnes,,46.08014,7.2104800000000004
Bagnes Profray,,46.081565399999995,7.2024992
Volleges,,46.0871799,7.170474700000001
Bourg-St-Pierre La Delise,,45.9449714,7.2162915
Le Niollet Champex,,46.0278595,7.116504399999998
Orsieres,,46.0282108,7.147099499999999
Sembrancher Les Moulins,,46.076873,7.154902499999999
Le Ch√¢telard,,46.6774396,6.9779855999999985
Salvan Alpage de Barberine,,46.0579552,6.938824799999999
Vernayaz Mieville,,46.1484661,7.0292761
Gietroz du Fond,,45.9991992,7.3837614999999985
Evionnaz La Rasse,,46.182888,7.0137136
Le Bevieux,,46.260979999999996,7.0293600000000005
Etrivouez Grand Paradis,,46.161696500000005,6.8596758
La Frassenaye Val d'Jlliez,,46.18475859999999,6.896675
Monthey Les Nants,,46.252016999999995,7.1104983
Vionnaz Beffeux,,46.3090098,6.893836200000001
Les Diablerets Le Plan,,46.351389000000005,7.158055999999998
Ormont-Dessous Le Pont,,46.347568100000004,7.043092799999998
Ormont - Dessous Le Pont,,46.347568100000004,7.043092799999998
Aigle En la Douve,,46.3150334,6.9762993
Fontanney Les Farettes,,46.818188,8.227511999999999
Les Farettes Aigle,,46.3170855,6.984503399999999
Vouvry Haut du Village,,46.3363829,6.891011199999999
Saint-Gingolph Vignolles,,46.388141600000004,6.811458900000001
Veytaux Chillon,,46.4142131,6.927492399999998
Montreux Sonzier,,46.438925,6.921644000000001
Les Planches Taulan,,46.434211,6.9155940000000005
Geneve,,46.2043907,6.143157700000001
Veyrier Vessy,,46.1660489,6.178396999999999
Avully Chancy,,46.1696093,6.0013781999999996
Les Brenets La Ran√ßonniere,,47.0596349,6.705921000000001
Bedretto Ossasco,,46.51116520000001,8.5341506
Airolo Launc,,46.5286074,8.612374599999999
Prato Leventina P. di Masc.,,46.482904600000005,8.7567273
Lavorgo Nivo di Chironico,,46.4347727,8.842120199999998
Mesocco Spina,,46.4292721,9.2164769
Mesocco Camou,,46.421385799999996,9.2331001
Lostallo Rura,,46.312329999999996,9.195681800000001
Grono Oltra,,46.2477371,9.1461813
Broglio Corsgela in Lavizarra,,46.38185559999999,8.666862799999999
Cerentino Collinasca,,46.304302,8.551171799999999
Someo Giumaglio,,46.273889000000004,8.681944
Tegna Ponte Brolla,,46.186706,8.7443382
Gondo San Marco,,46.1957797,8.1405466
Gondo Tannuwald,,46.151241299999995,8.1065889
Poschiavo Alpe Palue,,46.372778000000004,10.025833
Poschiavo Bernina,,46.323930100000005,10.057346699999998
Poschiavo Cavaglia,,46.3662781,10.0423391
S. Carlo Robbia,,46.34802639999999,10.061230499999999
San Carlo Pedecosta,,46.3599,10.0751201
Promontogno Gmde. Bregaglia,,46.3353876,9.5541649
Roseg Samedan,,46.43882670000001,9.871208900000001
Pontresina Morteratsch,,46.4515691,9.941493199999998
Nauders A,,46.8888227,10.5002019
Muestair Chasseras,,46.62617720000001,10.445857
